date,family,total_sales,mean_store_sales,median_store_sales,max_store_sales,total_promotion_units,promoted_stores,zero_sales_stores,total_stores,promoted_stores_pct,zero_sales_stores_pct,family_sales_p01,family_sales_p99,family_day_anomaly_flag
2013-09-28,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-09-29,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-09-30,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-01,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-02,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-03,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-04,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-05,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-06,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-07,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-08,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-09,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-10,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-11,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-12,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-13,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-14,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-15,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-16,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-17,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-18,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-19,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-20,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-21,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-22,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-23,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-24,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-25,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-26,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-27,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-28,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-29,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-30,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-10-31,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-01,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-02,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-03,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-04,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-05,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-06,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-07,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-08,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-09,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-10,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-11,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-12,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-13,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-14,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-15,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-16,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-17,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-18,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-19,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-20,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-21,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-22,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-23,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-24,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-25,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-26,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-27,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-28,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-29,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-11-30,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-01,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-02,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-03,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-04,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-05,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-06,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-07,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-08,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-09,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-10,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-11,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-12,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-13,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-14,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-15,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-16,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-17,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-18,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-19,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-20,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-21,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-22,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-23,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-24,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-26,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-27,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-28,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-29,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-30,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2013-12-31,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-01,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-02,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-03,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-04,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-05,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-06,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-07,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-08,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-09,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-10,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-11,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-12,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-13,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-14,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-15,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-16,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-17,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-18,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-19,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-20,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-21,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-22,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-23,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-24,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-25,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-26,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-27,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-02-28,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-01,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-02,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-03,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-04,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-05,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-06,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-07,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-08,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-09,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-10,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-11,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-12,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-13,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-14,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-15,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-16,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-17,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-18,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-19,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-20,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-21,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-22,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-23,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-24,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-25,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-26,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-27,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-28,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-29,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-04-30,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-01,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-02,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-03,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-04,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-05,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-06,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-07,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-08,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-09,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-10,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-11,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-12,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-13,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-14,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-15,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-16,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-17,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-18,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-19,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-20,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-21,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-22,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-23,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-24,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-25,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-26,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-27,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-28,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-29,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-30,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-05-31,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-01,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-02,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-03,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-04,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-05,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-06,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-07,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-08,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-09,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-10,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-11,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
2014-06-12,CELEBRATION,0.0,0.0,0.0,0.0,0,0,54,54,0.0,1.0,0.0,1342.5100000000002,family_bottom_1_pct
