date,total_sales,total_promotion_units,promoted_rows,total_rows,promoted_rows_pct
2014-07-08,557291.4975265,2183,240,1782,0.13468013468013468
2014-07-09,574451.409963,4281,297,1782,0.16666666666666666
2014-07-10,498047.54898,2465,343,1782,0.19248035914702583
2014-07-11,535644.182793,4057,358,1782,0.20089786756453423
2014-07-12,756698.7523004999,568,248,1782,0.13916947250280584
2014-07-13,733653.779849,720,280,1782,0.15712682379349047
2014-07-14,584867.15114,617,250,1782,0.14029180695847362
2014-07-15,562860.0268329,2329,277,1782,0.15544332210998876
2014-07-16,621336.4939885,4446,302,1782,0.16947250280583614
2014-07-17,498221.7050971,2416,333,1782,0.18686868686868688
2014-07-18,547619.0590519,4275,389,1782,0.21829405162738497
2014-07-19,728988.226204,759,278,1782,0.15600448933782268
2014-07-20,776474.1180457,636,244,1782,0.13692480359147025
2014-07-21,600228.430008,592,246,1782,0.13804713804713806
2014-07-22,530276.040011,2287,289,1782,0.16217732884399552
2014-07-23,574168.635995,4459,321,1782,0.18013468013468015
2014-07-24,484618.8170115,2425,323,1782,0.18125701459034793
2014-07-25,579767.285128,4395,370,1782,0.20763187429854096
2014-07-26,688919.5500267,673,267,1782,0.14983164983164984
2014-07-27,747307.86662,605,256,1782,0.143658810325477
2014-07-28,583936.68549,557,252,1782,0.1414141414141414
2014-07-29,524743.3250017,2207,265,1782,0.14870931537598203
2014-07-30,578056.965281,4640,292,1782,0.1638608305274972
2014-07-31,532423.558194,2319,290,1782,0.1627384960718294
2014-08-01,506826.7949305,4407,332,1782,0.186307519640853
2014-08-02,626533.637869,506,194,1782,0.10886644219977554
2014-08-03,625898.205888,453,188,1782,0.10549943883277217
2014-08-04,471173.304022,402,187,1782,0.10493827160493827
2014-08-05,417197.476176,395,188,1782,0.10549943883277217
2014-08-06,402914.370941,515,240,1782,0.13468013468013468
2014-08-07,359701.53298899997,2310,279,1782,0.15656565656565657
2014-08-08,397759.9389829,4308,326,1782,0.1829405162738496
2014-08-09,496192.787084,574,227,1782,0.12738496071829405
2014-08-10,509681.7650025,612,201,1782,0.1127946127946128
2014-08-11,409544.575013,530,192,1782,0.10774410774410774
2014-08-12,353898.211991,488,192,1782,0.10774410774410774
2014-08-13,372116.544964,623,246,1782,0.13804713804713806
2014-08-14,340740.8170565,2331,280,1782,0.15712682379349047
2014-08-15,402631.8400593,4456,366,1782,0.2053872053872054
2014-08-16,533996.15517,578,235,1782,0.13187429854096522
2014-08-17,564443.173007,559,207,1782,0.11616161616161616
2014-08-18,433042.298907,514,216,1782,0.12121212121212122
2014-08-19,379329.9530773,512,215,1782,0.12065095398428732
2014-08-20,398126.790988,582,257,1782,0.1442199775533109
2014-08-21,355108.8749955,2412,290,1782,0.1627384960718294
2014-08-22,388359.8983235,4479,372,1782,0.20875420875420875
2014-08-23,499678.208204,649,248,1782,0.13916947250280584
2014-08-24,528990.5611087,680,248,1782,0.13916947250280584
2014-08-25,412250.075007,591,238,1782,0.1335578002244669
2014-08-26,355053.9079745,516,206,1782,0.11560044893378227
2014-08-27,366321.498077,623,267,1782,0.14983164983164984
2014-08-28,327912.427,2175,259,1782,0.14534231200897868
2014-08-29,403288.917062,4268,338,1782,0.18967452300785634
2014-08-30,586373.694132,437,218,1782,0.122334455667789
2014-08-31,660088.183052,455,218,1782,0.122334455667789
2014-09-01,812526.219024,633,268,1782,0.15039281705948374
2014-09-02,717351.552768,2300,312,1782,0.1750841750841751
2014-09-03,726683.8617375,4724,349,1782,0.19584736251402918
2014-09-04,551340.0774347,2657,365,1782,0.2048260381593715
2014-09-05,603043.241921,4802,418,1782,0.2345679012345679
2014-09-06,870139.4459765,959,291,1782,0.1632996632996633
2014-09-07,997964.077948,942,288,1782,0.16161616161616163
2014-09-08,648651.744928,802,253,1782,0.1419753086419753
2014-09-09,562420.568002,2511,278,1782,0.15600448933782268
2014-09-10,612987.4722337,4874,321,1782,0.18013468013468015
2014-09-11,483462.953022,2737,386,1782,0.2166105499438833
2014-09-12,564382.847851,4727,413,1782,0.23176206509539843
2014-09-13,795802.238124,1018,306,1782,0.1717171717171717
2014-09-14,896501.5622945,1020,295,1782,0.16554433221099887
2014-09-15,630710.5728885,870,259,1782,0.14534231200897868
2014-09-16,608239.973016,2647,291,1782,0.1632996632996633
2014-09-17,617472.3442115,4999,323,1782,0.18125701459034793
2014-09-18,479500.843061,2683,363,1782,0.2037037037037037
2014-09-19,550213.093909,4614,390,1782,0.21885521885521886
2014-09-20,808490.763077,898,263,1782,0.14758698092031425
2014-09-21,901420.451004,975,280,1782,0.15712682379349047
2014-09-22,589120.293928,798,243,1782,0.13636363636363635
2014-09-23,559954.304399,2593,289,1782,0.16217732884399552
2014-09-24,598183.114508,4837,309,1782,0.1734006734006734
2014-09-25,466867.377076,2489,349,1782,0.19584736251402918
2014-09-26,515474.223943,4319,370,1782,0.20763187429854096
2014-09-27,781202.367982,632,260,1782,0.14590347923681257
2014-09-28,886531.789814,739,277,1782,0.15544332210998876
2014-09-29,586682.822002,582,261,1782,0.14646464646464646
2014-09-30,599093.9157257,2278,276,1782,0.15488215488215487
2014-10-01,784500.253914,4804,340,1782,0.19079685746352412
2014-10-02,634306.519052,2616,389,1782,0.21829405162738497
2014-10-03,675639.295098,4482,399,1782,0.2239057239057239
2014-10-04,931317.51302,735,311,1782,0.1745230078563412
2014-10-05,985466.962071,658,310,1782,0.1739618406285073
2014-10-06,641480.757266,606,286,1782,0.16049382716049382
2014-10-07,586410.2709706,2353,319,1782,0.17901234567901234
2014-10-08,620201.323059,4784,354,1782,0.19865319865319866
2014-10-09,510519.923104,2450,381,1782,0.2138047138047138
2014-10-10,702470.317955,4569,413,1782,0.23176206509539843
2014-10-11,748309.153739,564,252,1782,0.1414141414141414
2014-10-12,843971.132714,648,274,1782,0.1537598204264871
2014-10-13,611726.926015,565,255,1782,0.14309764309764308
2014-10-14,550589.573294,2357,312,1782,0.1750841750841751
2014-10-15,624797.469491,4945,385,1782,0.21604938271604937
2014-10-16,538252.607117,2557,387,1782,0.21717171717171718
2014-10-17,558538.135999,4551,453,1782,0.2542087542087542
2014-10-18,820840.970792,769,318,1782,0.17845117845117844
2014-10-19,935410.595877,769,337,1782,0.18911335578002245
2014-10-20,624629.990941,609,295,1782,0.16554433221099887
2014-10-21,542207.165266,2086,279,1782,0.15656565656565657
2014-10-22,584926.355993,4755,345,1782,0.1936026936026936
2014-10-23,492233.2322,2526,387,1782,0.21717171717171718
2014-10-24,528403.680064,4477,439,1782,0.24635241301907967
2014-10-25,758926.230707,1003,360,1782,0.20202020202020202
2014-10-26,892128.498949,1020,352,1782,0.19753086419753085
2014-10-27,572806.6319285,583,270,1782,0.15151515151515152
2014-10-28,512678.811505,2327,305,1782,0.17115600448933782
2014-10-29,560819.6780005,4953,391,1782,0.21941638608305275
2014-10-30,459715.26616,2357,339,1782,0.19023569023569023
2014-10-31,561876.0719155,4421,387,1782,0.21717171717171718
2014-11-01,873539.2478855,975,328,1782,0.1840628507295174
2014-11-02,709851.4922288,944,312,1782,0.1750841750841751
2014-11-03,973192.041735,690,262,1782,0.14702581369248036
2014-11-04,702751.953595,2373,275,1782,0.15432098765432098
2014-11-05,718799.9390395,4858,329,1782,0.18462401795735128
2014-11-06,566118.381055,2519,298,1782,0.16722783389450055
2014-11-07,585330.25773,4392,334,1782,0.18742985409652077
2014-11-08,816064.644983,861,248,1782,0.13916947250280584
2014-11-09,941478.422301,956,276,1782,0.15488215488215487
2014-11-10,593376.793073,540,211,1782,0.11840628507295174
2014-11-11,552505.750307,2362,234,1782,0.13131313131313133
2014-11-12,588093.484021,4810,257,1782,0.1442199775533109
2014-11-13,468057.386823,2503,310,1782,0.1739618406285073
2014-11-14,553007.970965,4434,322,1782,0.18069584736251404
2014-11-15,786124.201177,1184,335,1782,0.18799102132435466
2014-11-16,956619.401927,1058,304,1782,0.17059483726150393
2014-11-17,620876.340058,754,263,1782,0.14758698092031425
2014-11-18,553367.204141,2663,327,1782,0.1835016835016835
2014-11-19,580234.0113007,5147,358,1782,0.20089786756453423
2014-11-20,511855.7610447,2824,401,1782,0.2250280583613917
2014-11-21,567978.732759,4573,348,1782,0.19528619528619529
2014-11-22,763720.148593,868,284,1782,0.15937149270482603
2014-11-23,907432.656994,973,298,1782,0.16722783389450055
2014-11-24,610847.95702,710,273,1782,0.1531986531986532
2014-11-25,541225.608011,2544,308,1782,0.1728395061728395
2014-11-26,579125.306002,5021,350,1782,0.19640852974186307
2014-11-27,475823.897052,2774,402,1782,0.2255892255892256
2014-11-28,559619.825094,4654,392,1782,0.21997755331088664
2014-11-29,850925.105136,994,332,1782,0.186307519640853
2014-11-30,1023691.281592,1076,338,1782,0.18967452300785634
2014-12-01,817413.561974,1423,371,1782,0.20819304152637486
2014-12-02,735319.1840285,3045,395,1782,0.22166105499438832
2014-12-03,715127.614539,5359,411,1782,0.23063973063973064
2014-12-04,578961.517004,3216,470,1782,0.26374859708193044
2014-12-05,635445.153317,4849,429,1782,0.24074074074074073
2014-12-06,829386.70612,1151,366,1782,0.2053872053872054
2014-12-07,1013889.8074,1165,355,1782,0.19921436588103256
2014-12-08,790283.289992,922,311,1782,0.1745230078563412
2014-12-09,665123.962957,2992,396,1782,0.2222222222222222
2014-12-10,732121.033873,5562,440,1782,0.24691358024691357
2014-12-11,580542.178879,3159,428,1782,0.24017957351290684
2014-12-12,642760.387245,4853,446,1782,0.250280583613917
2014-12-13,854830.905829,1261,362,1782,0.2031425364758698
2014-12-14,999106.1325775,1410,380,1782,0.2132435465768799
2014-12-15,790182.945791,1025,350,1782,0.19640852974186307
2014-12-16,799067.056179,2973,397,1782,0.22278338945005613
2014-12-17,779966.499188,5290,392,1782,0.21997755331088664
2014-12-18,731938.479893,3179,432,1782,0.24242424242424243
2014-12-19,757349.3758178999,4940,463,1782,0.25982042648709314
2014-12-20,935555.52434,1534,413,1782,0.23176206509539843
2014-12-21,1056605.2012285,1579,418,1782,0.2345679012345679
2014-12-22,1008143.3460193,1582,403,1782,0.22615039281705948
2014-12-23,1064977.9730725,3365,425,1782,0.23849607182940516
2014-12-24,965982.871715,5828,427,1782,0.23961840628507294
2014-12-26,872098.456795,5714,524,1782,0.2940516273849607
2014-12-27,740596.158932,1747,433,1782,0.24298540965207632
2014-12-28,716329.635071,1859,425,1782,0.23849607182940516
2014-12-29,773998.401175,1783,431,1782,0.24186307519640854
2014-12-30,912970.533204,3494,436,1782,0.244668911335578
2014-12-31,844380.469674,5648,421,1782,0.2362514029180696
2015-01-01,12773.61698,12,5,1782,0.0028058361391694723
2015-01-02,657763.391981,4949,438,1782,0.24579124579124578
2015-01-03,648880.686926,1306,367,1782,0.2059483726150393
2015-01-04,730923.776022,1295,371,1782,0.20819304152637486
2015-01-05,569267.29796,1148,345,1782,0.1936026936026936
2015-01-06,477886.741053,1042,330,1782,0.18518518518518517
2015-01-07,494160.850117,1291,394,1782,0.22109988776655443
2015-01-08,417482.689131,3063,423,1782,0.23737373737373738
2015-01-09,439381.226073,4761,445,1782,0.24971941638608305
2015-01-10,569956.90801,954,354,1782,0.19865319865319866
2015-01-11,694860.9511,1058,359,1782,0.20145903479236812
2015-01-12,442845.544014,1043,356,1782,0.19977553310886645
2015-01-13,393799.993059,1213,377,1782,0.21156004489337824
2015-01-14,400923.97107,1586,470,1782,0.26374859708193044
2015-01-15,371146.144942,2608,365,1782,0.2048260381593715
2015-01-16,423599.9357975,4510,384,1782,0.21548821548821548
2015-01-17,621865.434007,712,289,1782,0.16217732884399552
2015-01-18,678277.030991,577,263,1782,0.14758698092031425
2015-01-19,448217.896919,588,268,1782,0.15039281705948374
2015-01-20,405308.77722,569,266,1782,0.14927048260381592
2015-01-21,413202.592067,697,317,1782,0.17789001122334455
2015-01-22,364862.5390355,2598,359,1782,0.20145903479236812
2015-01-23,416937.181925,4475,366,1782,0.2053872053872054
2015-01-24,588849.871003,632,282,1782,0.15824915824915825
2015-01-25,631623.951015,616,281,1782,0.15768799102132436
2015-01-26,410009.617966,540,259,1782,0.14534231200897868
2015-01-27,360009.850046,560,259,1782,0.14534231200897868
2015-01-28,376935.916035,639,304,1782,0.17059483726150393
2015-01-29,343062.160973,2696,367,1782,0.2059483726150393
2015-01-30,435899.6719165,4647,387,1782,0.21717171717171718
2015-01-31,656205.841844,763,286,1782,0.16049382716049382
2015-02-01,815294.475951,727,284,1782,0.15937149270482603
2015-02-02,538301.886974,653,260,1782,0.14590347923681257
2015-02-03,475249.842928,583,255,1782,0.14309764309764308
2015-02-04,451923.147059,687,309,1782,0.1734006734006734
2015-02-05,407491.967944,2640,354,1782,0.19865319865319866
2015-02-06,437147.54517,4645,392,1782,0.21997755331088664
2015-02-07,599911.594879,721,287,1782,0.1610549943883277
2015-02-08,622994.231951,690,282,1782,0.15824915824915825
2015-02-09,458002.152043,722,274,1782,0.1537598204264871
2015-02-10,400825.9849177,694,274,1782,0.1537598204264871
2015-02-11,400115.3330245,766,319,1782,0.17901234567901234
2015-02-12,384963.142969,2613,363,1782,0.2037037037037037
2015-02-13,493265.468013,4536,371,1782,0.20819304152637486
2015-02-14,562855.068099,697,277,1782,0.15544332210998876
2015-02-15,434886.671834,576,249,1782,0.13973063973063973
2015-02-16,420740.903983,574,243,1782,0.13636363636363635
2015-02-17,483088.13409300003,609,264,1782,0.14814814814814814
2015-02-18,497499.057967,670,308,1782,0.1728395061728395
2015-02-19,436360.905914,2616,323,1782,0.18125701459034793
2015-02-20,483681.015026,4387,339,1782,0.19023569023569023
2015-02-21,572753.075038,443,197,1782,0.11054994388327721
2015-02-22,691339.067796,573,225,1782,0.12626262626262627
2015-02-23,443349.890841,425,189,1782,0.10606060606060606
2015-02-24,407890.277971,411,202,1782,0.11335578002244669
2015-02-25,395774.954032,476,238,1782,0.1335578002244669
2015-02-26,354938.226975,2631,307,1782,0.1722783389450056
2015-02-27,436488.424914,4475,343,1782,0.19248035914702583
2015-02-28,635263.400075,504,198,1782,0.1111111111111111
2015-03-01,820434.978924,617,219,1782,0.12289562289562289
2015-03-02,546037.787999,464,200,1782,0.1122334455667789
2015-03-03,492365.24083,571,236,1782,0.1324354657687991
2015-03-04,483330.548167,608,259,1782,0.14534231200897868
2015-03-05,428599.809059,2679,301,1782,0.16891133557800225
2015-03-06,463723.974873,4451,316,1782,0.17732884399551066
2015-03-07,657377.210913,660,229,1782,0.12850729517396184
2015-03-08,659563.411966,538,204,1782,0.11447811447811448
2015-03-09,480371.950086,557,219,1782,0.12289562289562289
2015-03-10,457881.7640763,567,215,1782,0.12065095398428732
2015-03-11,425617.727075,572,244,1782,0.13692480359147025
2015-03-12,382588.6690535,2664,319,1782,0.17901234567901234
2015-03-13,434805.995204,4501,327,1782,0.1835016835016835
2015-03-14,616609.760896,649,244,1782,0.13692480359147025
2015-03-15,662700.871933,636,226,1782,0.12682379349046016
2015-03-16,466598.425914,597,234,1782,0.13131313131313133
2015-03-17,415359.51603,581,223,1782,0.1251402918069585
2015-03-18,398629.999994,600,253,1782,0.1419753086419753
2015-03-19,373324.3829895,2698,308,1782,0.1728395061728395
2015-03-20,467687.945081,4477,326,1782,0.1829405162738496
2015-03-21,624099.228222,597,205,1782,0.11503928170594838
2015-03-22,646466.401887,666,224,1782,0.12570145903479238
2015-03-23,462664.2370045,543,221,1782,0.12401795735129069
2015-03-24,407369.722015,445,197,1782,0.11054994388327721
2015-03-25,408258.189916,579,242,1782,0.13580246913580246
2015-03-26,367006.957001,2769,323,1782,0.18125701459034793
2015-03-27,436906.608975,4596,357,1782,0.20033670033670034
2015-03-28,589854.7040575,587,239,1782,0.13411896745230079
2015-03-29,641213.770163,669,255,1782,0.14309764309764308
2015-03-30,437878.834978,632,236,1782,0.1324354657687991
2015-03-31,443278.893073,590,257,1782,0.1442199775533109
2015-04-01,557223.161038,777,288,1782,0.16161616161616163
2015-04-02,524588.902022,2854,381,1782,0.2138047138047138
2015-04-03,510296.785948,4598,382,1782,0.2143658810325477
2015-04-04,653894.195903,712,258,1782,0.1447811447811448
2015-04-05,659669.577136,707,255,1782,0.14309764309764308
2015-04-06,519734.816963,578,231,1782,0.12962962962962962
2015-04-07,464788.21798,631,259,1782,0.14534231200897868
2015-04-08,461140.213006,753,309,1782,0.1734006734006734
2015-04-09,398718.315935,2883,361,1782,0.2025813692480359
2015-04-10,445869.298012,4725,391,1782,0.21941638608305275
2015-04-11,610603.017074,736,273,1782,0.1531986531986532
2015-04-12,659939.024086,715,265,1782,0.14870931537598203
2015-04-13,453724.756048,643,254,1782,0.1425364758698092
2015-04-14,403623.396979,666,256,1782,0.143658810325477
2015-04-15,438106.287965,739,287,1782,0.1610549943883277
2015-04-16,418643.193957,3374,448,1782,0.25140291806958476
2015-04-17,456303.236748,5102,430,1782,0.24130190796857465
2015-04-18,629155.66071,1195,358,1782,0.20089786756453423
2015-04-19,684544.950159,1249,361,1782,0.2025813692480359
2015-04-20,481694.770966,1146,359,1782,0.20145903479236812
2015-04-21,426018.313035,1090,347,1782,0.1947250280583614
2015-04-22,421108.210059,1250,388,1782,0.21773288439955107
2015-04-23,392147.04200200003,3300,454,1782,0.2547699214365881
2015-04-24,437625.507963,5216,437,1782,0.2452300785634119
2015-04-25,588781.512939,1185,359,1782,0.20145903479236812
2015-04-26,625901.000988,1169,355,1782,0.19921436588103256
2015-04-27,425049.148087,1046,336,1782,0.18855218855218855
2015-04-28,374839.1850745,1057,349,1782,0.19584736251402918
2015-04-29,398724.330055,1012,371,1782,0.20819304152637486
2015-04-30,432612.141938,3267,439,1782,0.24635241301907967
2015-05-01,674509.400095,5555,469,1782,0.26318742985409654
2015-05-02,711052.273896,1343,389,1782,0.21829405162738497
2015-05-03,742887.785029,1381,407,1782,0.22839506172839505
2015-05-04,556245.147953,1282,414,1782,0.23232323232323232
2015-05-05,509493.227021,1240,405,1782,0.22727272727272727
2015-05-06,504999.550962,1340,448,1782,0.25140291806958476
2015-05-07,444082.309939,3372,498,1782,0.27946127946127947
2015-05-08,481304.22297,5130,453,1782,0.2542087542087542
2015-05-09,706705.440076,1156,377,1782,0.21156004489337824
2015-05-10,558062.273048,1024,349,1782,0.19584736251402918
2015-05-11,524864.051063,1055,371,1782,0.20819304152637486
2015-05-12,452162.874045,1014,353,1782,0.19809203142536475
2015-05-13,446915.639008,1172,410,1782,0.23007856341189675
2015-05-14,395609.666087,3153,445,1782,0.24971941638608305
2015-05-15,483535.538107,5076,459,1782,0.25757575757575757
2015-05-16,709798.552994,1196,405,1782,0.22727272727272727
2015-05-17,798186.132143,1060,375,1782,0.21043771043771045
2015-05-18,496595.01098,968,376,1782,0.21099887766554434
2015-05-19,446375.4880335,999,388,1782,0.21773288439955107
2015-05-20,466238.630977,1232,442,1782,0.24803591470258138
2015-05-21,417006.136035,3115,455,1782,0.255331088664422
2015-05-22,458727.917031,4923,447,1782,0.25084175084175087
2015-05-23,658882.9229615,970,371,1782,0.20819304152637486
2015-05-24,738068.426823,1012,360,1782,0.20202020202020202
2015-05-25,534802.790004,941,366,1782,0.2053872053872054
2015-05-26,463132.406006,887,368,1782,0.20650953984287318
2015-05-27,481804.96096,1007,406,1782,0.22783389450056116
2015-05-28,428506.881011,3183,471,1782,0.26430976430976433
2015-05-29,560519.530038,5079,460,1782,0.25813692480359146
2015-05-30,855728.291973,992,379,1782,0.21268237934904602
2015-05-31,1023564.76704,1025,384,1782,0.21548821548821548
2015-06-01,812081.2027655,1388,436,1782,0.244668911335578
2015-06-02,753430.6418917,3643,473,1782,0.2654320987654321
2015-06-03,747929.452075,5581,454,1782,0.2547699214365881
2015-06-04,608994.6461083,3401,510,1782,0.28619528619528617
2015-06-05,657675.126037,5144,494,1782,0.2772166105499439
2015-06-06,904437.271141,1066,390,1782,0.21885521885521886
2015-06-07,1070695.9178497,1068,381,1782,0.2138047138047138
2015-06-08,696952.81204,949,382,1782,0.2143658810325477
2015-06-09,623725.1071692,3216,385,1782,0.21604938271604937
2015-06-10,641435.3719983,5373,431,1782,0.24186307519640854
2015-06-11,510019.1489275,1369,388,1782,0.21773288439955107
2015-06-12,606616.000975,6500,526,1782,0.2951739618406285
2015-06-13,840727.775905,1564,448,1782,0.25140291806958476
2015-06-14,967745.7218685,2239,409,1782,0.22951739618406286
2015-06-15,666557.1317587,1495,436,1782,0.244668911335578
2015-06-16,672637.824072,3629,513,1782,0.2878787878787879
2015-06-17,677171.157112,8606,566,1782,0.3176206509539843
2015-06-18,556155.0391433,1775,507,1782,0.2845117845117845
2015-06-19,659233.5706609,6748,563,1782,0.3159371492704826
2015-06-20,936951.654373,1586,497,1782,0.2789001122334456
2015-06-21,790568.421132,2389,477,1782,0.2676767676767677
2015-06-22,701208.22895,1617,458,1782,0.2570145903479237
2015-06-23,640322.326029,3756,517,1782,0.29012345679012347
2015-06-24,643411.714061,9265,630,1782,0.35353535353535354
2015-06-25,518700.9558973,1154,342,1782,0.1919191919191919
2015-06-26,593299.460788,6213,463,1782,0.25982042648709314
2015-06-27,831492.4641955,1166,385,1782,0.21604938271604937
2015-06-28,976563.5890657,1994,375,1782,0.21043771043771045
2015-06-29,639072.192193,1006,328,1782,0.1840628507295174
2015-06-30,669548.425059,2927,341,1782,0.19135802469135801
2015-07-01,885953.200992,8448,406,1782,0.22783389450056116
2015-07-02,705642.2820965,1306,308,1782,0.1728395061728395
2015-07-03,772773.3939200001,6484,447,1782,0.25084175084175087
2015-07-04,1018541.84294,1252,329,1782,0.18462401795735128
2015-07-05,982427.6819,2065,333,1782,0.18686868686868688
2015-07-06,754949.70914,1033,296,1782,0.16610549943883277
2015-07-07,654821.0515315,2971,304,1782,0.17059483726150393
2015-07-08,732992.130029,8236,397,1782,0.22278338945005613
2015-07-09,605032.4963965,1214,306,1782,0.1717171717171717
2015-07-10,643986.381178,6406,461,1782,0.25869809203142535
2015-07-11,794984.703157,1137,318,1782,0.17845117845117844
2015-07-12,898731.936734,1942,300,1782,0.16835016835016836
2015-07-13,647967.077874,1009,263,1782,0.14758698092031425
2015-07-14,601452.258023,2851,293,1782,0.1644219977553311
2015-07-15,664505.100179,8255,380,1782,0.2132435465768799
2015-07-16,584042.727022,1225,330,1782,0.18518518518518517
2015-07-17,653452.17114,6503,497,1782,0.2789001122334456
2015-07-18,826353.336031,1126,353,1782,0.19809203142536475
2015-07-19,894707.299378,1938,314,1782,0.17620650953984288
2015-07-20,685961.243972,1357,300,1782,0.16835016835016836
2015-07-21,607836.498977,3157,302,1782,0.16947250280583614
2015-07-22,631385.408886,8415,384,1782,0.21548821548821548
2015-07-23,541511.421067,1482,314,1782,0.17620650953984288
2015-07-24,635244.2449785,6714,460,1782,0.25813692480359146
2015-07-25,797427.520942,1529,332,1782,0.186307519640853
2015-07-26,875032.0362592,2383,326,1782,0.1829405162738496
2015-07-27,652999.1942961001,1466,318,1782,0.17845117845117844
2015-07-28,594977.6665523,3408,319,1782,0.17901234567901234
2015-07-29,625449.98155,8747,424,1782,0.23793490460157127
2015-07-30,543393.592625,1662,336,1782,0.18855218855218855
2015-07-31,695083.4489723,7021,473,1782,0.2654320987654321
2015-08-01,1044894.790061,1448,362,1782,0.2031425364758698
2015-08-02,1043495.475018,2194,337,1782,0.18911335578002245
2015-08-03,811119.83411,1405,354,1782,0.19865319865319866
2015-08-04,726613.35811,3489,377,1782,0.21156004489337824
2015-08-05,724346.594,8919,458,1782,0.2570145903479237
2015-08-06,583375.211759,1529,398,1782,0.22334455667789002
2015-08-07,663326.5180703,6744,515,1782,0.2890011223344557
2015-08-08,784099.215997,1436,405,1782,0.22727272727272727
2015-08-09,679410.125135,2287,372,1782,0.20875420875420875
2015-08-10,785477.934216,1389,367,1782,0.2059483726150393
2015-08-11,668280.357956,3358,380,1782,0.2132435465768799
2015-08-12,678064.7316857,7917,463,1782,0.25982042648709314
2015-08-13,557859.477954,1482,359,1782,0.20145903479236812
2015-08-14,734484.205049,6748,506,1782,0.2839506172839506
2015-08-15,936339.026059,1434,393,1782,0.22053872053872053
2015-08-16,913846.62503,2166,359,1782,0.20145903479236812
2015-08-17,694747.161863,1393,367,1782,0.2059483726150393
2015-08-18,629475.6430527,3316,364,1782,0.20426487093153758
2015-08-19,653733.3600063,7781,454,1782,0.2547699214365881
2015-08-20,569443.704073,1511,392,1782,0.21997755331088664
2015-08-21,653281.208151,7086,521,1782,0.29236812570145904
2015-08-22,803270.157597,1653,419,1782,0.2351290684624018
2015-08-23,865755.397429,2412,383,1782,0.2149270482603816
2015-08-24,681575.9899773,1491,375,1782,0.21043771043771045
2015-08-25,624698.33755,3525,401,1782,0.2250280583613917
2015-08-26,640075.9908365,8142,469,1782,0.26318742985409654
2015-08-27,548043.327354,1462,356,1782,0.19977553310886645
2015-08-28,635737.2322,6846,500,1782,0.28058361391694725
2015-08-29,876953.096934,1484,388,1782,0.21773288439955107
2015-08-30,975697.601858,2310,357,1782,0.20033670033670034
2015-08-31,776152.5521897,1257,349,1782,0.19584736251402918
2015-09-01,906549.992952,3595,364,1782,0.20426487093153758
2015-09-02,879033.0925,8161,438,1782,0.24579124579124578
2015-09-03,707093.042,2241,428,1782,0.24017957351290684
2015-09-04,736395.302632,7802,600,1782,0.3367003367003367
2015-09-05,1052868.394291,2570,462,1782,0.25925925925925924
2015-09-06,1147642.583011,3486,433,1782,0.24298540965207632
2015-09-07,767382.7769737,2391,435,1782,0.2441077441077441
2015-09-08,677312.236066,4385,433,1782,0.24298540965207632
2015-09-09,705633.4998935,8964,532,1782,0.29854096520763185
2015-09-10,577743.795026,2597,448,1782,0.25140291806958476
2015-09-11,651330.167952,7873,603,1782,0.3383838383838384
2015-09-12,921524.436013,2572,465,1782,0.2609427609427609
2015-09-13,1023345.318906,3511,429,1782,0.24074074074074073
2015-09-14,688405.190061,2433,520,1782,0.29180695847362514
2015-09-15,682134.3540295,4657,539,1782,0.30246913580246915
2015-09-16,742089.667998,9156,611,1782,0.34287317620650953
2015-09-17,593577.802125,2563,540,1782,0.30303030303030304
2015-09-18,653805.874946,7943,655,1782,0.3675645342312009
2015-09-19,935893.481059,2727,543,1782,0.3047138047138047
2015-09-20,1037532.860693,3551,498,1782,0.27946127946127947
2015-09-21,717725.376959,2517,478,1782,0.26823793490460157
2015-09-22,641914.7389995,4480,511,1782,0.2867564534231201
2015-09-23,690419.721922,9189,591,1782,0.33164983164983164
2015-09-24,557321.610921,2352,516,1782,0.2895622895622896
2015-09-25,646083.8750635,7739,614,1782,0.3445566778900112
2015-09-26,890486.060145,2486,494,1782,0.2772166105499439
2015-09-27,1018062.963565,3382,469,1782,0.26318742985409654
2015-09-28,671261.0640092,2245,399,1782,0.2239057239057239
2015-09-29,609130.6581453,4278,426,1782,0.23905723905723905
2015-09-30,711182.539054,9027,479,1782,0.26879910213243546
2015-10-01,796340.858947,2231,397,1782,0.22278338945005613
2015-10-02,830719.387744,7801,589,1782,0.33052749719416386
2015-10-03,1179376.177625,2220,409,1782,0.22951739618406286
2015-10-04,1234130.938595,3011,397,1782,0.22278338945005613
2015-10-05,809524.837996,1990,381,1782,0.2138047138047138
2015-10-06,696169.275967,3989,384,1782,0.21548821548821548
2015-10-07,720562.330573,8798,433,1782,0.24298540965207632
2015-10-08,603066.030064,2042,384,1782,0.21548821548821548
2015-10-09,873934.7190479999,7815,579,1782,0.32491582491582494
2015-10-10,867556.973019,1969,403,1782,0.22615039281705948
2015-10-11,973329.203973,2852,385,1782,0.21604938271604937
2015-10-12,721634.5721813,1864,369,1782,0.20707070707070707
2015-10-13,585141.5538577,3899,355,1782,0.19921436588103256
2015-10-14,688198.106351,8778,418,1782,0.2345679012345679
2015-10-15,577952.197162,1289,313,1782,0.17564534231200898
2015-10-16,693829.351874,6959,556,1782,0.31200897867564537
2015-10-17,958052.958031,1355,360,1782,0.20202020202020202
