date,total_sales,mean_sales_per_row,median_sales_per_row,total_promotion_units,rows_with_promotion,zero_sales_rows,total_rows,calendar_event_count,transferred_event_count,unique_locale_names,non_transferred_event_count,is_calendar_event,has_non_transferred_event,has_transferred_event,holiday_type_additional,holiday_type_bridge,holiday_type_event,holiday_type_holiday,holiday_type_transfer,holiday_type_work_day,holiday_locale_local,holiday_locale_national,holiday_locale_regional,rows_with_promotion_pct,zero_sales_pct,is_year_start
2014-05-23,349549.892726,196.15594429068463,0.0,1274,117,914,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.06565656565656566,0.5129068462401796,False
2014-05-24,516627.261707,289.9142882755331,1.0,220,84,881,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,1,0,0.04713804713804714,0.4943883277216611,False
2014-05-25,573412.21016,321.7801403815937,0.0,218,76,935,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.04264870931537598,0.5246913580246914,False
2014-05-26,373831.086112,209.78175427160494,0.0,188,72,925,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.04040404040404041,0.5190796857463524,False
2014-05-27,327642.143098,183.86203316386081,0.0,196,83,918,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.04657687991021325,0.5151515151515151,False
2014-05-28,338481.784057,189.94488443153762,0.0,192,91,921,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.051066217732884396,0.5168350168350169,False
2014-05-29,326624.5773325,183.29100860409653,0.0,1586,149,904,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.08361391694725027,0.5072951739618407,False
2014-05-30,375782.6398709,210.87690228445567,1.0,1224,114,889,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.06397306397306397,0.4988776655443322,False
2014-05-31,597192.467989,335.1248417446689,1.0,267,97,864,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.05443322109988777,0.48484848484848486,False
2014-06-01,742732.830236,416.7973233647587,0.0,123,57,899,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.03198653198653199,0.5044893378226711,False
2014-06-02,512725.7729758,287.72490065982043,1.0,195,81,880,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.045454545454545456,0.49382716049382713,False
2014-06-03,443636.187975,248.9540897727273,1.0,213,90,885,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.050505050505050504,0.49663299663299665,False
2014-06-04,423284.494993,237.5333866402918,1.0,236,119,886,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.06677890011223345,0.49719416386083054,False
2014-06-05,359474.513823,201.72531639898992,0.0,1616,165,892,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.09259259259259259,0.500561167227834,False
2014-06-06,391266.125449,219.56572696352413,1.0,1264,126,890,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.0707070707070707,0.4994388327721661,False
2014-06-07,557142.461024,312.6500903613917,1.0,197,95,865,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.05331088664421998,0.48540965207631875,False
2014-06-08,626026.956957,351.30581198484845,0.0,215,93,912,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.05218855218855219,0.5117845117845118,False
2014-06-09,415798.946041,233.33274188608306,1.0,199,96,884,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.05387205387205387,0.49607182940516276,False
2014-06-10,351689.4229725,197.35657854797978,0.0,199,88,900,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.04938271604938271,0.5050505050505051,False
2014-06-11,373828.16418,209.7801145791246,1.0,258,124,889,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.06958473625140292,0.4988776655443322,False
2014-06-12,329408.06736,184.85301198653198,0.0,1979,195,898,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.10942760942760943,0.5039281705948373,False
2014-06-13,392308.374573,220.15060301515152,0.0,1335,166,895,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.0931537598204265,0.5022446689113356,False
2014-06-14,622072.988944,349.0869747160494,1.0,278,124,877,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.06958473625140292,0.49214365881032546,False
2014-06-15,441279.9339945,247.63183725841753,0.0,250,111,930,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.06228956228956229,0.5218855218855218,False
2014-06-16,447450.23987,251.09441070145903,0.0,338,133,900,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.07463524130190796,0.5050505050505051,False
2014-06-17,380396.036044,213.4657890258137,0.0,380,165,901,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.09259259259259259,0.5056116722783389,False
2014-06-18,373408.6641423,209.54470490589227,0.0,425,177,897,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.09932659932659933,0.5033670033670034,False
2014-06-19,332280.935096,186.46517120987653,0.0,2359,257,898,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1442199775533109,0.5039281705948373,False
2014-06-20,369206.789547,207.1867505875421,0.0,1933,202,903,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.11335578002244669,0.5067340067340067,False
2014-06-21,538613.855166,302.252443976431,1.0,308,145,873,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.0813692480359147,0.4898989898989899,False
2014-06-22,591184.1240535,331.7531560345118,0.0,360,165,916,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.09259259259259259,0.5140291806958474,False
2014-06-23,414929.6359765,232.84491356705948,0.0,237,108,909,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.06060606060606061,0.51010101010101,False
2014-06-24,340464.7450455,191.0576571523569,0.0,266,130,901,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.07295173961840629,0.5056116722783389,False
2014-06-25,355342.398017,199.40650842704827,0.0,354,175,907,1782,4,0,4,4,True,True,False,0,0,1,3,0,0,2,1,1,0.09820426487093153,0.5089786756453423,False
2014-06-26,315798.180924,177.21558974410775,0.0,2168,237,902,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.132996632996633,0.5061728395061729,False
2014-06-27,370793.573429,208.07720169977551,0.0,2732,235,894,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.13187429854096522,0.5016835016835017,False
2014-06-28,510870.81398,286.6839584624018,1.0,425,186,855,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.10437710437710437,0.4797979797979798,False
2014-06-29,567218.8850125,318.30464927749716,0.0,302,146,913,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.0819304152637486,0.5123456790123457,False
2014-06-30,429324.0552005,240.9225898992705,0.0,352,176,901,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.09876543209876543,0.5056116722783389,False
2014-07-01,720480.616788,404.3101104309764,12.0,2320,264,504,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.14814814814814814,0.2828282828282828,False
2014-07-02,747430.1471275,419.4333036630191,12.0,4310,295,504,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16554433221099887,0.2828282828282828,False
2014-07-03,583844.7207922,327.63452345241296,11.0,2383,331,506,1782,2,0,2,2,True,True,False,0,0,0,2,0,0,2,0,0,0.18574635241301907,0.2839506172839506,False
2014-07-04,595424.31324,334.1326112457913,11.0,4056,345,510,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.1936026936026936,0.28619528619528617,False
2014-07-05,817307.1101677,458.64596530173964,16.0,610,254,486,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.1425364758698092,0.2727272727272727,False
2014-07-06,918276.596259,515.3067319074074,13.0,583,237,534,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.132996632996633,0.2996632996632997,False
2014-07-07,638526.428909,358.32010600953987,10.0,492,214,507,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.12008978675645342,0.2845117845117845,False
2014-07-08,557291.4975265,312.7337247623457,9.0,2183,240,514,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.13468013468013468,0.2884399551066218,False
2014-07-09,574451.409963,322.36330525420874,10.0,4281,297,514,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.16666666666666666,0.2884399551066218,False
2014-07-10,498047.54898,279.4879623905724,10.0,2465,343,509,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19248035914702583,0.2856341189674523,False
2014-07-11,535644.182793,300.58596116329966,11.0,4057,358,530,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20089786756453423,0.29741863075196406,False
2014-07-12,756698.7523004999,424.63454113383835,15.0,568,248,494,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.13916947250280584,0.2772166105499439,False
2014-07-13,733653.779849,411.7024578277217,10.0,720,280,536,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.15712682379349047,0.30078563411896747,False
2014-07-14,584867.15114,328.20827785634117,9.0,617,250,516,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14029180695847362,0.2895622895622896,False
2014-07-15,562860.0268329,315.85860091633,11.0,2329,277,516,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15544332210998876,0.2895622895622896,False
2014-07-16,621336.4939885,348.6736778835578,11.0,4446,302,502,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16947250280583614,0.28170594837261503,False
2014-07-17,498221.7050971,279.5856930960157,9.0,2416,333,518,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18686868686868688,0.29068462401795736,False
2014-07-18,547619.0590519,307.3058692771605,11.0,4275,389,513,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21829405162738497,0.2878787878787879,False
2014-07-19,728988.226204,409.08430202244665,14.0,759,278,478,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15600448933782268,0.26823793490460157,False
2014-07-20,776474.1180457,435.7318283084736,10.0,636,244,534,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.13692480359147025,0.2996632996632997,False
2014-07-21,600228.430008,336.82852413468015,9.0,592,246,511,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.13804713804713806,0.2867564534231201,False
2014-07-22,530276.040011,297.5735353597082,9.0,2287,289,508,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16217732884399552,0.2850729517396184,False
2014-07-23,574168.635995,322.2046217704826,10.0,4459,321,523,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.18013468013468015,0.2934904601571268,False
2014-07-24,484618.8170115,271.95219809848487,11.0,2425,323,502,1782,1,0,1,1,True,True,False,1,0,0,0,0,0,1,0,0,0.18125701459034793,0.28170594837261503,False
2014-07-25,579767.285128,325.3464001840628,12.5,4395,370,478,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.20763187429854096,0.26823793490460157,False
2014-07-26,688919.5500267,386.59907408905724,15.5,673,267,470,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14983164983164984,0.26374859708193044,False
2014-07-27,747307.86662,419.36468384960716,11.0,605,256,503,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.143658810325477,0.2822671156004489,False
2014-07-28,583936.68549,327.686131026936,10.0,557,252,492,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1414141414141414,0.2760942760942761,False
2014-07-29,524743.3250017,294.4687570155443,10.0,2207,265,496,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14870931537598203,0.2783389450056117,False
2014-07-30,578056.965281,324.38662473681256,10.0,4640,292,490,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1638608305274972,0.27497194163860833,False
2014-07-31,532423.558194,298.7786521851852,11.0,2319,290,484,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1627384960718294,0.2716049382716049,False
2014-08-01,506826.7949305,284.4145875030864,1.0,4407,332,851,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.186307519640853,0.4775533108866442,False
2014-08-02,626533.637869,351.59014470763185,2.0,506,194,849,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.10886644219977554,0.4764309764309764,False
2014-08-03,625898.205888,351.2335611043771,0.0,453,188,894,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.10549943883277217,0.5016835016835017,False
2014-08-04,471173.304022,264.4070168473625,1.0,402,187,875,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.10493827160493827,0.4910213243546577,False
2014-08-05,417197.476176,234.11755116498318,1.0,395,188,874,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.10549943883277217,0.4904601571268238,False
2014-08-06,402914.370941,226.10234059539843,1.0,515,240,883,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.13468013468013468,0.49551066217732886,False
2014-08-07,359701.53298899997,201.85271211503925,1.0,2310,279,881,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15656565656565657,0.4943883277216611,False
2014-08-08,397759.9389829,223.20984230241302,1.0,4308,326,885,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1829405162738496,0.49663299663299665,False
2014-08-09,496192.787084,278.4471307991021,1.0,574,227,866,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.12738496071829405,0.48597081930415265,False
2014-08-10,509681.7650025,286.01670314393937,0.0,612,201,919,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,1,0,0.1127946127946128,0.5157126823793491,False
2014-08-11,409544.575013,229.82299383445567,1.0,530,192,886,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.10774410774410774,0.49719416386083054,False
2014-08-12,353898.211991,198.5960785583614,0.0,488,192,897,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.10774410774410774,0.5033670033670034,False
2014-08-13,372116.544964,208.81960996857464,0.5,623,246,891,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.13804713804713806,0.5,False
2014-08-14,340740.8170565,191.21257971745231,0.0,2331,280,892,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15712682379349047,0.500561167227834,False
2014-08-15,402631.8400593,225.94379352373738,1.0,4456,366,881,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.2053872053872054,0.4943883277216611,False
2014-08-16,533996.15517,299.6611420707071,1.0,578,235,866,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.13187429854096522,0.48597081930415265,False
2014-08-17,564443.173007,316.7470106661055,0.0,559,207,897,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.11616161616161616,0.5033670033670034,False
2014-08-18,433042.298907,243.0091464124579,1.0,514,216,878,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.12121212121212122,0.49270482603815935,False
2014-08-19,379329.9530773,212.8675382027497,1.0,512,215,877,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.12065095398428732,0.49214365881032546,False
2014-08-20,398126.790988,223.4157076251403,1.0,582,257,868,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1442199775533109,0.48709315375982043,False
2014-08-21,355108.8749955,199.27546296043772,1.0,2412,290,874,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1627384960718294,0.4904601571268238,False
2014-08-22,388359.8983235,217.93484754405162,1.0,4479,372,871,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20875420875420875,0.4887766554433221,False
2014-08-23,499678.208204,280.40303490684624,1.0,649,248,856,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.13916947250280584,0.48035914702581367,False
2014-08-24,528990.5611087,296.8521667276655,0.0,680,248,897,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.13916947250280584,0.5033670033670034,False
2014-08-25,412250.075007,231.34123176599326,1.0,591,238,879,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1335578002244669,0.49326599326599324,False
2014-08-26,355053.9079745,199.24461726964083,1.0,516,206,881,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.11560044893378227,0.4943883277216611,False
2014-08-27,366321.498077,205.56761957182943,1.0,623,267,881,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14983164983164984,0.4943883277216611,False
2014-08-28,327912.427,184.01370763187433,1.0,2175,259,883,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14534231200897868,0.49551066217732886,False
2014-08-29,403288.917062,226.31252360381595,1.0,4268,338,873,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18967452300785634,0.4898989898989899,False
2014-08-30,586373.694132,329.0537004107744,1.0,437,218,847,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.122334455667789,0.47530864197530864,False
2014-08-31,660088.183052,370.41985580920317,0.0,455,218,896,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.122334455667789,0.5028058361391695,False
2014-09-01,812526.219024,455.96308587205385,14.0,633,268,465,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15039281705948374,0.2609427609427609,False
2014-09-02,717351.552768,402.55418224915826,13.991,2300,312,500,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1750841750841751,0.28058361391694725,False
2014-09-03,726683.8617375,407.7911682028619,13.0,4724,349,477,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19584736251402918,0.2676767676767677,False
2014-09-04,551340.0774347,309.3939828477553,12.0,2657,365,483,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2048260381593715,0.27104377104377103,False
2014-09-05,603043.241921,338.40810433277215,12.0,4802,418,485,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2345679012345679,0.2721661054994388,False
2014-09-06,870139.4459765,488.2937407275533,19.0,959,291,461,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1632996632996633,0.25869809203142535,False
2014-09-07,997964.077948,560.0247350998878,14.5,942,288,503,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16161616161616163,0.2822671156004489,False
2014-09-08,648651.744928,364.0021015308642,12.0,802,253,502,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1419753086419753,0.28170594837261503,False
2014-09-09,562420.568002,315.61199102244666,11.0,2511,278,497,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15600448933782268,0.2789001122334456,False
2014-09-10,612987.4722337,343.9884804902918,11.0,4874,321,484,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18013468013468015,0.2716049382716049,False
2014-09-11,483462.953022,271.3035651077441,11.0,2737,386,465,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2166105499438833,0.2609427609427609,False
2014-09-12,564382.847851,316.71315816554437,13.0,4727,413,458,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.23176206509539843,0.2570145903479237,False
2014-09-13,795802.238124,446.5781358720539,20.0,1018,306,425,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1717171717171717,0.23849607182940516,False
2014-09-14,896501.5622945,503.08729646156,13.0,1020,295,490,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16554433221099887,0.27497194163860833,False
2014-09-15,630710.5728885,353.934103753367,12.0,870,259,443,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14534231200897868,0.24859708193041527,False
2014-09-16,608239.973016,341.3243395151515,11.0,2647,291,452,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1632996632996633,0.2536475869809203,False
2014-09-17,617472.3442115,346.5052436652638,11.0,4999,323,467,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18125701459034793,0.2620650953984287,False
2014-09-18,479500.843061,269.08015884455665,10.0,2683,363,468,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2037037037037037,0.26262626262626265,False
2014-09-19,550213.093909,308.76155662682385,12.0,4614,390,476,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21885521885521886,0.2671156004489338,False
2014-09-20,808490.763077,453.6985202452301,19.0,898,263,442,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14758698092031425,0.24803591470258138,False
2014-09-21,901420.451004,505.8476156026936,13.0,975,280,485,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15712682379349047,0.2721661054994388,False
2014-09-22,589120.293928,330.59500220426486,10.0,798,243,481,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.13636363636363635,0.26992143658810325,False
2014-09-23,559954.304399,314.22800471324354,11.0,2593,289,479,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16217732884399552,0.26879910213243546,False
2014-09-24,598183.114508,335.6807601054994,11.5,4837,309,478,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1734006734006734,0.26823793490460157,False
2014-09-25,466867.377076,261.99067175982043,11.0,2489,349,493,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19584736251402918,0.27665544332211,False
2014-09-26,515474.223943,289.26724126992144,12.0,4319,370,494,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20763187429854096,0.2772166105499439,False
2014-09-27,781202.367982,438.3851672177329,19.0,632,260,453,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14590347923681257,0.2542087542087542,False
2014-09-28,886531.789814,497.4925868765432,12.0,739,277,502,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.15544332210998876,0.28170594837261503,False
2014-09-29,586682.822002,329.2271728406285,10.25,582,261,487,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14646464646464646,0.2732884399551066,False
2014-09-30,599093.9157257,336.19187189994386,11.0,2278,276,486,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15488215488215487,0.2727272727272727,False
2014-10-01,784500.253914,440.23583272390573,14.0,4804,340,481,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19079685746352412,0.26992143658810325,False
2014-10-02,634306.519052,355.95203089337826,13.0,2616,389,478,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21829405162738497,0.26823793490460157,False
2014-10-03,675639.295098,379.14663024579124,15.0,4482,399,497,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2239057239057239,0.2789001122334456,False
2014-10-04,931317.51302,522.6248670145903,19.0,735,311,472,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1745230078563412,0.2648709315375982,False
2014-10-05,985466.962071,553.0117632272727,14.0,658,310,500,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1739618406285073,0.28058361391694725,False
2014-10-06,641480.757266,359.97797826374864,11.0,606,286,490,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16049382716049382,0.27497194163860833,False
2014-10-07,586410.2709706,329.07422613389446,12.0,2353,319,490,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.17901234567901234,0.27497194163860833,False
2014-10-08,620201.323059,348.03665715993264,11.15,4784,354,495,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19865319865319866,0.2777777777777778,False
2014-10-09,510519.923104,286.48705000224464,11.0,2450,381,493,1782,1,1,1,0,True,False,True,0,0,0,1,0,0,0,1,0,0.2138047138047138,0.27665544332211,False
2014-10-10,702470.317955,394.2033209624018,15.0,4569,413,473,1782,1,0,1,1,True,True,False,0,0,0,0,1,0,0,1,0,0.23176206509539843,0.2654320987654321,False
2014-10-11,748309.153739,419.9265733664422,18.0,564,252,466,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1414141414141414,0.2615039281705948,False
2014-10-12,843971.132714,473.60894091694723,13.0,648,274,511,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1537598204264871,0.2867564534231201,False
2014-10-13,611726.926015,343.2811032631874,10.0,565,255,498,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.14309764309764308,0.27946127946127947,False
2014-10-14,550589.573294,308.9728245196409,10.0,2357,312,503,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1750841750841751,0.2822671156004489,False
2014-10-15,624797.469491,350.6158639118968,11.0,4945,385,506,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21604938271604937,0.2839506172839506,False
2014-10-16,538252.607117,302.0497234102133,11.0,2557,387,505,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21717171717171718,0.2833894500561167,False
2014-10-17,558538.135999,313.4332974180696,12.0,4551,453,497,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.2542087542087542,0.2789001122334456,False
2014-10-18,820840.970792,460.6290520718294,18.0,769,318,465,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.17845117845117844,0.2609427609427609,False
2014-10-19,935410.595877,524.9217709747475,14.0,769,337,507,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.18911335578002245,0.2845117845117845,False
2014-10-20,624629.990941,350.52188043827164,11.0,609,295,486,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.16554433221099887,0.2727272727272727,False
2014-10-21,542207.165266,304.2688918439955,10.0,2086,279,494,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15656565656565657,0.2772166105499439,False
2014-10-22,584926.355993,328.2415016795735,10.0,4755,345,481,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.1936026936026936,0.26992143658810325,False
2014-10-23,492233.2322,276.2251583613917,10.67,2526,387,496,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.21717171717171718,0.2783389450056117,False
2014-10-24,528403.680064,296.52282831874294,11.0,4477,439,494,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.24635241301907967,0.2772166105499439,False
2014-10-25,758926.230707,425.88452901627386,17.0,1003,360,458,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.20202020202020202,0.2570145903479237,False
2014-10-26,892128.498949,500.63327662682383,12.0,1020,352,512,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.19753086419753085,0.287317620650954,False
2014-10-27,572806.6319285,321.4403097241863,10.0,583,270,503,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.15151515151515152,0.2822671156004489,False
